Страна,Название фильма,Год,Жанр,Рейтинг,Индекс
Канада,Дюна: Часть вторая,2024,боевик,8.7,31
Канада,Дюна: Часть вторая,2024,драма,8.7,31
Канада,Дюна: Часть вторая,2024,приключения,8.7,31
Канада,Дюна: Часть вторая,2024,фантастика,8.7,31
Канада,Кто убил BlackBerry?,2023,биография,7.5,913
Канада,Кто убил BlackBerry?,2023,драма,7.5,913
Канада,Кто убил BlackBerry?,2023,комедия,7.5,913
Канада,Порок на экспорт,2007,драма,7.6,881
Канада,Порок на экспорт,2007,мистика,7.6,881
Канада,Порок на экспорт,2007,триллер,7.6,881
Канада,Трио из Бельвилля,2003,анимация,7.7,625
Канада,Трио из Бельвилля,2003,комедия,7.7,625
Канада,Убойные каникулы,2009,комедия,7.9,425
Канада,Убойные каникулы,2009,триллер,7.9,425
Канада,Человек-Паук: Паутина Вселенных,2022,анимация,8.7,22
Канада,Человек-Паук: Паутина Вселенных,2022,боевик,8.7,22
Канада,Человек-Паук: Паутина Вселенных,2022,приключения,8.7,22
Китай,Агент времени: Глава Инду. Фильм,2025,анимация,8.9,9
Китай,Агент времени: Глава Инду. Фильм,2025,криминал,8.9,9
Китай,Агент времени: Глава Инду. Фильм,2025,приключения,8.9,9
Китай,Жизнь Пи,2012,драма,7.8,478
Китай,Жизнь Пи,2012,приключения,7.8,478
Китай,Король неба,2023,боевик,7.5,984
Китай,Король неба,2023,драма,7.5,984
Китай,Мой Хатико,2023,мелодрама,7.9,357
Китай,Нэчжа побеждает Царя драконов,2025,анимация,8.1,230
Китай,Нэчжа побеждает Царя драконов,2025,драма,8.1,230
